"std_version","term_id","canonical_term","prompt_id","user_prompt","expected_output_kind","expected_output_payload","author","date_added","source_url"
"v1.0","CAT-MIP-08072025-000000031","AI Agent","CAT-MIP-08072025-000000031-p01","AI Agent, why is device ‘ENG-LT-22’ running slowly this week?","action_hints","{""action_hints"":[""Interpret the natural language request and identify intent"",""Use structured terminology (from the MSP MCP Terminology Standard) to disambiguate terms like “asset” vs. “device”"",""Call tools (e.g., APIs, scripts, workflows) to gather data or take action"",""Reason over context (e.g., device health, policy violations, previous incidents)"",""Return human-readable results or initiate further actions"",""Optionally escalate, log, or interact with other AI Agents""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000031","AI Agent","CAT-MIP-08072025-000000031-p02","Summarize patch compliance across all tenants and suggest remediation for non-compliant devices.","action_hints","{""action_hints"":[""Interpret the natural language request and identify intent"",""Use structured terminology (from the MSP MCP Terminology Standard) to disambiguate terms like “asset” vs. “device”"",""Call tools (e.g., APIs, scripts, workflows) to gather data or take action"",""Reason over context (e.g., device health, policy violations, previous incidents)"",""Return human-readable results or initiate further actions"",""Optionally escalate, log, or interact with other AI Agents""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000031","AI Agent","CAT-MIP-08072025-000000031-p03","What backup risks exist for customers using Microsoft 365, and how should we address them?","action_hints","{""action_hints"":[""Interpret the natural language request and identify intent"",""Use structured terminology (from the MSP MCP Terminology Standard) to disambiguate terms like “asset” vs. “device”"",""Call tools (e.g., APIs, scripts, workflows) to gather data or take action"",""Reason over context (e.g., device health, policy violations, previous incidents)"",""Return human-readable results or initiate further actions"",""Optionally escalate, log, or interact with other AI Agents""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000041","API","CAT-MIP-08072025-000000041-p01","Call the backup API to retrieve job history for the last 7 days.","action_hints","{""action_hints"":[""Identify the correct API endpoint and required authentication method"",""Format and send a request using the appropriate HTTP method (e.g., GET, POST, PUT, DELETE)"",""Parse the response data and handle errors or exceptions"",""Take follow-up actions based on the API response, such as updating records or triggering alerts"",""Log the API interaction for tracking, troubleshooting, or auditing""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000041","API","CAT-MIP-08072025-000000041-p02","Does the N-central API support device onboarding?","action_hints","{""action_hints"":[""Identify the correct API endpoint and required authentication method"",""Format and send a request using the appropriate HTTP method (e.g., GET, POST, PUT, DELETE)"",""Parse the response data and handle errors or exceptions"",""Take follow-up actions based on the API response, such as updating records or triggering alerts"",""Log the API interaction for tracking, troubleshooting, or auditing""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000041","API","CAT-MIP-08072025-000000041-p03","List all third-party APIs integrated with our RMM system.","action_hints","{""action_hints"":[""Identify the correct API endpoint and required authentication method"",""Format and send a request using the appropriate HTTP method (e.g., GET, POST, PUT, DELETE)"",""Parse the response data and handle errors or exceptions"",""Take follow-up actions based on the API response, such as updating records or triggering alerts"",""Log the API interaction for tracking, troubleshooting, or auditing""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000041","API","CAT-MIP-08072025-000000041-p04","Create a webhook that posts ticket updates to an external API.","action_hints","{""action_hints"":[""Identify the correct API endpoint and required authentication method"",""Format and send a request using the appropriate HTTP method (e.g., GET, POST, PUT, DELETE)"",""Parse the response data and handle errors or exceptions"",""Take follow-up actions based on the API response, such as updating records or triggering alerts"",""Log the API interaction for tracking, troubleshooting, or auditing""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000051","Asset","CAT-MIP-08072025-000000051-p01","Reboot the asset named ‘ENG-WORKSTATION-03’ if it’s unresponsive.","action_hints","{""action_hints"":[]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000051","Asset","CAT-MIP-08072025-000000051-p02","What’s the patch compliance status of all assets in the ‘Sales’ department?","action_hints","{""action_hints"":[]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000051","Asset","CAT-MIP-08072025-000000051-p03","Run the disk cleanup script on all Windows 10 assets with over 80% disk usage.","action_hints","{""action_hints"":[]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000061","Audit Log","CAT-MIP-08072025-000000061-p01","Show all audit log entries for user ‘jsmith’ in the last 30 days.","action_hints","{""action_hints"":[""Access the appropriate audit logging source (e.g., N-central, RMM, backup system)"",""Filter entries based on actors, actions, time ranges, or object types"",""Format relevant data for review or export"",""Detect anomalies or compliance breaches if configured"",""Log the audit query or access action itself, if required by policy""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000061","Audit Log","CAT-MIP-08072025-000000061-p02","Export the audit log for all policy changes made this quarter.","action_hints","{""action_hints"":[""Access the appropriate audit logging source (e.g., N-central, RMM, backup system)"",""Filter entries based on actors, actions, time ranges, or object types"",""Format relevant data for review or export"",""Detect anomalies or compliance breaches if configured"",""Log the audit query or access action itself, if required by policy""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000061","Audit Log","CAT-MIP-08072025-000000061-p03","Did any agent scripts get modified without approval?","action_hints","{""action_hints"":[""Access the appropriate audit logging source (e.g., N-central, RMM, backup system)"",""Filter entries based on actors, actions, time ranges, or object types"",""Format relevant data for review or export"",""Detect anomalies or compliance breaches if configured"",""Log the audit query or access action itself, if required by policy""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000061","Audit Log","CAT-MIP-08072025-000000061-p04","Alert if audit logs indicate repeated failed login attempts.","action_hints","{""action_hints"":[""Access the appropriate audit logging source (e.g., N-central, RMM, backup system)"",""Filter entries based on actors, actions, time ranges, or object types"",""Format relevant data for review or export"",""Detect anomalies or compliance breaches if configured"",""Log the audit query or access action itself, if required by policy""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000071","Backup","CAT-MIP-08072025-000000071-p01","When was the last successful backup for the server ‘NY-SQL-01’?","action_hints","{""action_hints"":[""Locate the latest or requested backup instance based on entity, time, and scope"",""Validate its status (successful, failed, in progress)"",""Trigger restore actions if authorized, using the appropriate recovery method"",""Check backup compliance with configured policies (frequency, retention)"",""Generate audit logs or reports based on backup history and status""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000071","Backup","CAT-MIP-08072025-000000071-p02","List all failed backup jobs in the past 48 hours across the ‘Retail’ tenant.","action_hints","{""action_hints"":[""Locate the latest or requested backup instance based on entity, time, and scope"",""Validate its status (successful, failed, in progress)"",""Trigger restore actions if authorized, using the appropriate recovery method"",""Check backup compliance with configured policies (frequency, retention)"",""Generate audit logs or reports based on backup history and status""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000071","Backup","CAT-MIP-08072025-000000071-p03","Restore the backup of user ‘jane.doe’ mailbox from last Monday.","action_hints","{""action_hints"":[""Locate the latest or requested backup instance based on entity, time, and scope"",""Validate its status (successful, failed, in progress)"",""Trigger restore actions if authorized, using the appropriate recovery method"",""Check backup compliance with configured policies (frequency, retention)"",""Generate audit logs or reports based on backup history and status""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000081","Certificate","CAT-MIP-08072025-000000081-p01","List all certificates expiring within the next 30 days.","action_hints","{""action_hints"":[""Identify the specific certificate(s) based on context (e.g., domain name, device ID)"",""Retrieve certificate details such as issuer, subject, validity period, and status"",""Perform actions like validation checks, renewal processes, or revocation procedures"",""Update relevant systems or repositories with the current certificate status""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000081","Certificate","CAT-MIP-08072025-000000081-p02","Check if the SSL certificate for ‘client-portal.example.com’ is valid.","action_hints","{""action_hints"":[""Identify the specific certificate(s) based on context (e.g., domain name, device ID)"",""Retrieve certificate details such as issuer, subject, validity period, and status"",""Perform actions like validation checks, renewal processes, or revocation procedures"",""Update relevant systems or repositories with the current certificate status""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000081","Certificate","CAT-MIP-08072025-000000081-p03","Revoke the compromised certificate assigned to device ‘ENG-LT-05’.","action_hints","{""action_hints"":[""Identify the specific certificate(s) based on context (e.g., domain name, device ID)"",""Retrieve certificate details such as issuer, subject, validity period, and status"",""Perform actions like validation checks, renewal processes, or revocation procedures"",""Update relevant systems or repositories with the current certificate status""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000091","CLI","CAT-MIP-08072025-000000091-p01","Run a CLI command to restart the DNS service on all Linux servers.","action_hints","{""action_hints"":[""Identify the appropriate CLI environment based on the target system (e.g., Bash, PowerShell, Command Prompt)"",""Execute the requested command or script using available permissions"",""Capture output, errors, and system responses"",""Validate results and proceed with next steps if part of a workflow"",""Log all CLI interactions for auditing, error tracking, or rollback""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000091","CLI","CAT-MIP-08072025-000000091-p02","Which CLI tool is available for managing VMware hosts?","action_hints","{""action_hints"":[""Identify the appropriate CLI environment based on the target system (e.g., Bash, PowerShell, Command Prompt)"",""Execute the requested command or script using available permissions"",""Capture output, errors, and system responses"",""Validate results and proceed with next steps if part of a workflow"",""Log all CLI interactions for auditing, error tracking, or rollback""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000091","CLI","CAT-MIP-08072025-000000091-p03","Log all CLI activity performed by admin accounts.","action_hints","{""action_hints"":[""Identify the appropriate CLI environment based on the target system (e.g., Bash, PowerShell, Command Prompt)"",""Execute the requested command or script using available permissions"",""Capture output, errors, and system responses"",""Validate results and proceed with next steps if part of a workflow"",""Log all CLI interactions for auditing, error tracking, or rollback""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000091","CLI","CAT-MIP-08072025-000000091-p04","Execute the patch deployment script via CLI on endpoints missing updates.","action_hints","{""action_hints"":[""Identify the appropriate CLI environment based on the target system (e.g., Bash, PowerShell, Command Prompt)"",""Execute the requested command or script using available permissions"",""Capture output, errors, and system responses"",""Validate results and proceed with next steps if part of a workflow"",""Log all CLI interactions for auditing, error tracking, or rollback""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000101","Cloud","CAT-MIP-08072025-000000101-p01","Is this customer using cloud backup?","action_hints","{""action_hints"":[""Attempt to classify the intended meaning: Is it referencing a product (e.g., Cove)? A hosting model (e.g., AWS-based device)? A data source (e.g., cloud backup logs)?"",""Resolve actions or queries using the correct integration, platform, or cloud service context"",""Validate scope: Is the object hosted in the cloud? Is it managed via a cloud product?"",""Return results filtered by cloud product, provider, or hosting model""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000101","Cloud","CAT-MIP-08072025-000000101-p02","Scan all Azure-hosted virtual machines for vulnerabilities.","action_hints","{""action_hints"":[""Attempt to classify the intended meaning: Is it referencing a product (e.g., Cove)? A hosting model (e.g., AWS-based device)? A data source (e.g., cloud backup logs)?"",""Resolve actions or queries using the correct integration, platform, or cloud service context"",""Validate scope: Is the object hosted in the cloud? Is it managed via a cloud product?"",""Return results filtered by cloud product, provider, or hosting model""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000101","Cloud","CAT-MIP-08072025-000000101-p03","List all devices managed through Cloud User Hub that belong to tenant ‘BlueSteel LLC’.","action_hints","{""action_hints"":[""Attempt to classify the intended meaning: Is it referencing a product (e.g., Cove)? A hosting model (e.g., AWS-based device)? A data source (e.g., cloud backup logs)?"",""Resolve actions or queries using the correct integration, platform, or cloud service context"",""Validate scope: Is the object hosted in the cloud? Is it managed via a cloud product?"",""Return results filtered by cloud product, provider, or hosting model""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000111","Credentials","CAT-MIP-08072025-000000111-p01","Update the admin credentials for all SNMP-enabled switches.","action_hints","{""action_hints"":[""Locate the appropriate credential set based on context, role, or task"",""Authenticate securely before executing any action that requires credentials"",""Follow storage and access policies, including masking or redacting sensitive data in logs"",""Trigger alerts or remediation steps if credential validation fails or is misused"",""Record credential usage activity for auditing and compliance""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000111","Credentials","CAT-MIP-08072025-000000111-p02","Which scripts currently use stored credentials for authentication?","action_hints","{""action_hints"":[""Locate the appropriate credential set based on context, role, or task"",""Authenticate securely before executing any action that requires credentials"",""Follow storage and access policies, including masking or redacting sensitive data in logs"",""Trigger alerts or remediation steps if credential validation fails or is misused"",""Record credential usage activity for auditing and compliance""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000111","Credentials","CAT-MIP-08072025-000000111-p03","Create a new set of credentials for backup service access.","action_hints","{""action_hints"":[""Locate the appropriate credential set based on context, role, or task"",""Authenticate securely before executing any action that requires credentials"",""Follow storage and access policies, including masking or redacting sensitive data in logs"",""Trigger alerts or remediation steps if credential validation fails or is misused"",""Record credential usage activity for auditing and compliance""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000111","Credentials","CAT-MIP-08072025-000000111-p04","Audit failed login attempts using shared credentials.","action_hints","{""action_hints"":[""Locate the appropriate credential set based on context, role, or task"",""Authenticate securely before executing any action that requires credentials"",""Follow storage and access policies, including masking or redacting sensitive data in logs"",""Trigger alerts or remediation steps if credential validation fails or is misused"",""Record credential usage activity for auditing and compliance""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000121","Data","CAT-MIP-08072025-000000121-p01","Get performance metrics and alert logs for this tenant.","action_hints","{""action_hints"":[""Attempt to infer the correct data type based on additional context (e.g., time range, source, object)"",""Search available data sources (e.g., telemetry, logs, monitoring tools)"",""Return multiple types if ambiguity remains, or issue a request for clarification"",""Default to commonly accessed types (e.g., metrics and logs) if unspecified""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000121","Data","CAT-MIP-08072025-000000121-p02","Analyze event logs and compliance reports for policy violations.","action_hints","{""action_hints"":[""Attempt to infer the correct data type based on additional context (e.g., time range, source, object)"",""Search available data sources (e.g., telemetry, logs, monitoring tools)"",""Return multiple types if ambiguity remains, or issue a request for clarification"",""Default to commonly accessed types (e.g., metrics and logs) if unspecified""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000121","Data","CAT-MIP-08072025-000000121-p03","Retrieve CPU and memory usage data for device ‘ENG-LT-05’ for the past 7 days.","action_hints","{""action_hints"":[""Attempt to infer the correct data type based on additional context (e.g., time range, source, object)"",""Search available data sources (e.g., telemetry, logs, monitoring tools)"",""Return multiple types if ambiguity remains, or issue a request for clarification"",""Default to commonly accessed types (e.g., metrics and logs) if unspecified""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000131","Disk","CAT-MIP-08072025-000000131-p01","Check disk usage on all servers in the ‘Legal’ tenant.","action_hints","{""action_hints"":[""Retrieve storage information from device telemetry or system APIs"",""Report on total capacity, free space, used percentage, and disk type"",""Monitor for thresholds (e.g., low space, high I/O wait times)"",""Trigger alerts or automated cleanup scripts as needed"",""Differentiate between physical disks and logical partitions/volumes""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000131","Disk","CAT-MIP-08072025-000000131-p02","Alert me when any disk has less than 10% free space.","action_hints","{""action_hints"":[""Retrieve storage information from device telemetry or system APIs"",""Report on total capacity, free space, used percentage, and disk type"",""Monitor for thresholds (e.g., low space, high I/O wait times)"",""Trigger alerts or automated cleanup scripts as needed"",""Differentiate between physical disks and logical partitions/volumes""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000131","Disk","CAT-MIP-08072025-000000131-p03","List all devices with SSDs larger than 512GB.","action_hints","{""action_hints"":[""Retrieve storage information from device telemetry or system APIs"",""Report on total capacity, free space, used percentage, and disk type"",""Monitor for thresholds (e.g., low space, high I/O wait times)"",""Trigger alerts or automated cleanup scripts as needed"",""Differentiate between physical disks and logical partitions/volumes""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000141","Distributor","CAT-MIP-08072025-000000141-p01","List all MSPs under the distributor ‘AlphaTech’.","action_hints","{""action_hints"":[""Query the organizational hierarchy to identify associated MSPs or tenants"",""Check configuration settings to determine whether the Distributor or vendor owns support responsibilities"",""Determine available product sets, policies, or automation workflows that the Distributor can access or propagate"",""Restrict or allow actions based on permissions assigned at the Distributor level""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000141","Distributor","CAT-MIP-08072025-000000141-p02","Does the distributor ‘EuroSecure’ manage support for its MSPs or is it handled by vendor?","action_hints","{""action_hints"":[""Query the organizational hierarchy to identify associated MSPs or tenants"",""Check configuration settings to determine whether the Distributor or vendor owns support responsibilities"",""Determine available product sets, policies, or automation workflows that the Distributor can access or propagate"",""Restrict or allow actions based on permissions assigned at the Distributor level""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000141","Distributor","CAT-MIP-08072025-000000141-p03","Deploy the onboarding script to all new tenants under the distributor ‘CloudBridge’.","action_hints","{""action_hints"":[""Query the organizational hierarchy to identify associated MSPs or tenants"",""Check configuration settings to determine whether the Distributor or vendor owns support responsibilities"",""Determine available product sets, policies, or automation workflows that the Distributor can access or propagate"",""Restrict or allow actions based on permissions assigned at the Distributor level""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000151","Endpoint","CAT-MIP-08072025-000000151-p01","List all endpoints that haven’t checked in within the last 48 hours.","action_hints","{""action_hints"":[""Identify the device using inventory or monitoring data"",""Retrieve endpoint-specific attributes such as hostname, IP address, OS, status, and last check-in time"",""Apply relevant policies, automations, or scripts as requested"",""Trigger monitoring actions or escalate issues based on endpoint health or configuration"",""Record any actions taken in the system log or ticketing platform""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000151","Endpoint","CAT-MIP-08072025-000000151-p02","Deploy the antivirus policy to all unmanaged endpoints.","action_hints","{""action_hints"":[""Identify the device using inventory or monitoring data"",""Retrieve endpoint-specific attributes such as hostname, IP address, OS, status, and last check-in time"",""Apply relevant policies, automations, or scripts as requested"",""Trigger monitoring actions or escalate issues based on endpoint health or configuration"",""Record any actions taken in the system log or ticketing platform""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000151","Endpoint","CAT-MIP-08072025-000000151-p03","Which endpoints have BitLocker encryption enabled?","action_hints","{""action_hints"":[""Identify the device using inventory or monitoring data"",""Retrieve endpoint-specific attributes such as hostname, IP address, OS, status, and last check-in time"",""Apply relevant policies, automations, or scripts as requested"",""Trigger monitoring actions or escalate issues based on endpoint health or configuration"",""Record any actions taken in the system log or ticketing platform""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000151","Endpoint","CAT-MIP-08072025-000000151-p04","Group endpoints by OS version and patch status.","action_hints","{""action_hints"":[""Identify the device using inventory or monitoring data"",""Retrieve endpoint-specific attributes such as hostname, IP address, OS, status, and last check-in time"",""Apply relevant policies, automations, or scripts as requested"",""Trigger monitoring actions or escalate issues based on endpoint health or configuration"",""Record any actions taken in the system log or ticketing platform""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000161","ExternalVendor","CAT-MIP-08072025-000000161-p01","What actions are available from the external vendor ‘SentinelOne’ through its integration?","action_hints","{""action_hints"":[""Search the vendor Integration Registry for known vendors"",""Retrieve associated integrations, available actions, and certified products"",""Determine integration status (enabled, not installed, in error) for the current MSP or Tenant"",""Route API calls or automation flows to the appropriate external system, respecting authentication and permission boundaries"",""Return actionable metadata such as supported event types, playbooks, or remediation capabilities""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000161","ExternalVendor","CAT-MIP-08072025-000000161-p02","Is the external vendor ‘Acronis’ certified for cloud backup integrations with Cove?","action_hints","{""action_hints"":[""Search the vendor Integration Registry for known vendors"",""Retrieve associated integrations, available actions, and certified products"",""Determine integration status (enabled, not installed, in error) for the current MSP or Tenant"",""Route API calls or automation flows to the appropriate external system, respecting authentication and permission boundaries"",""Return actionable metadata such as supported event types, playbooks, or remediation capabilities""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000161","ExternalVendor","CAT-MIP-08072025-000000161-p03","Which external vendors support remediation workflows via API?","action_hints","{""action_hints"":[""Search the vendor Integration Registry for known vendors"",""Retrieve associated integrations, available actions, and certified products"",""Determine integration status (enabled, not installed, in error) for the current MSP or Tenant"",""Route API calls or automation flows to the appropriate external system, respecting authentication and permission boundaries"",""Return actionable metadata such as supported event types, playbooks, or remediation capabilities""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000171","Firewall","CAT-MIP-08072025-000000171-p01","List all firewalls deployed across the ‘Finance’ tenant’s network.","action_hints","{""action_hints"":[""Identify the specific firewall instance(s) based on the context provided (e.g., tenant, location, device)"",""Retrieve and analyze the firewall’s configuration, including rule sets and access control lists"",""Monitor and report on traffic patterns, highlighting any anomalies or blocked access attempts"",""Suggest or implement updates to firewall rules in response to detected threats or policy changes, if authorized""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
